"ID","Nov2rep3","Nov3rep3","Nov4rep3","Nov5rep3","Nov9rep3","Nov10rep3","Nov11rep3","Nov12rep3","Nov13rep3","Nov16rep3","Nov17rep3","Nov18rep3","Nov19rep3","Nov20rep3","Nov23rep3","Nov24rep3","Nov25rep3","Nov26rep3","Nov27rep3","Nov30rep3","Dec1rep3","Dec2rep3","Dec3rep3","Dec4rep3","Dec7rep3","Dec8rep3","Dec9rep3","Dec10rep3","Dec11rep3","Dec14rep3","Dec15rep3","Dec16rep3","Dec17rep3","Dec18rep3","Dec21rep3","Dec22rep3","Dec23rep3","Jan4rep3","Jan5rep3","Jan6rep3","Jan7rep3","Jan8rep3","Jan11rep3","Jan12rep3","Jan13rep3","Jan14rep3","Jan15rep3","Jan18rep3","Jan19rep3","Jan20rep3","Jan22rep3","Jan25rep3","Jan26rep3","Jan27rep3","Jan28rep3","Jan29rep3","Feb1rep3","Feb2rep3","Feb3rep3","Feb4rep3","Feb5rep3","Feb8rep3","Feb9rep3","Feb11rep3","Feb12rep3","Feb15rep3","Feb16rep3","Feb18rep3","Feb19rep3","Feb22rep3","Feb23rep3","Feb25rep3","Feb26rep3","Feb29rep3","Mar2rep3","Mar3rep3","Mar4rep3","Mar7rep3","Mar8rep3","Mar9rep3","Mar10rep3","Mar11rep3","Mar14rep3","Mar15rep3","Mar21rep3","Mar22rep3","Mar23rep3","Apr18rep3","Apr19rep3"
"OTU_2004",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3,0,1,0,2,1,0,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,5,3,0,2,0,3,0,0,2,1,0,1,0,0,1,2,1,0,0,0,0,0,1,0,1,2,0,1,2,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
"OTU_6214",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,1,1,0,0,0,3,1,0,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,3,2,1,0,1,0,1,0,0,0,0,0
"OTU_1126",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"OTU_18159",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,3,1,0,1,0,2,0,0,1,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_250",0,3,0,2,0,1,1,1,1,4,0,1,1,1,0,0,1,0,1,2,1,2,0,0,3,1,2,1,2,6,4,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,2,0,0,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"OTU_29652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,1,2,3,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0
"OTU_14377",0,0,0,0,5,1,3,0,2,0,1,1,0,1,3,0,1,0,0,0,0,1,2,1,1,2,0,1,0,2,0,0,0,1,0,1,1,0,0,2,2,1,3,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,1,1,3,0,1,1,1,0,0,0
"OTU_18627",1,0,2,1,2,3,1,1,0,3,3,1,1,0,0,0,1,0,1,0,2,0,1,1,1,0,3,1,1,1,2,1,0,0,0,3,0,0,1,1,0,1,0,1,0,0,1,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"OTU_5415",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,2,0,0,1,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,2,2,0,2,0,1,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,4,0
"OTU_224",0,1,0,0,3,3,0,1,2,0,0,0,0,0,1,3,1,1,1,0,0,1,4,2,3,0,1,0,1,0,0,0,0,0,4,2,1,1,0,5,1,2,2,1,2,6,5,6,3,1,2,3,5,0,5,4,3,2,5,1,3,2,9,3,1,2,2,4,6,4,2,2,5,0,0,3,1,3,2,0,0,1,1,0,0,0,0,0,0
"OTU_430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10
"OTU_131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,2,0,1,0,0,1,3,2,3,2,3,2,3,1,2,2,6,6,2,11,6,8,8,9,64,54
"OTU_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,2,0,0,1,1,1,0,3,2,2,5,4,5,14,9,15,14,6,8
"OTU_18568",3,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_2741",0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,3,1,4,2,1,2,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_191",3,4,3,5,15,11,10,8,9,12,4,6,3,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_14958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,1,2,1,1,1,2,0,1,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_309",1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,3,0,2,1,1,1,0,0,2,0,0,1,1,1,1,2,1,1,1,0,2,4,4,0,2,3,2,6,6,2,3,0,2,1,1,1,2,2,2,1,1,0,0,1,0,0,0,0
"OTU_300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,0,3,3,0,1,0,4,4,2,4,2,4,4,6,7,7,3,7,6,5,2,0,0
"OTU_1924",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2,0,0,0,0
"OTU_65",8,3,11,9,9,4,2,9,8,8,17,5,5,2,3,2,3,5,5,6,8,9,8,6,3,2,2,5,3,3,1,0,0,2,2,6,8,8,9,6,4,4,5,5,4,8,7,11,8,15,9,8,6,13,11,11,13,10,19,22,3,18,9,5,3,10,19,18,17,21,13,16,8,4,10,14,8,8,2,9,5,0,4,1,0,0,1,0,0
"OTU_253",5,0,0,9,6,9,2,2,1,2,4,3,0,1,1,1,2,0,0,3,0,1,0,0,1,0,0,0,0,5,2,3,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,2,3,0,4,1,2,0,0,2,1,2,0,0
"OTU_193",5,0,7,2,0,0,0,0,1,0,5,11,20,2,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,6,3,7,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,2,3,0,1,1,1,1,1,0,0,0,0,0,2
"OTU_21532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,0,1,0,0
"OTU_14468",1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,0
"OTU_107",6,8,4,4,3,4,0,3,2,2,0,1,2,4,1,5,1,1,3,4,0,0,6,1,6,4,1,3,5,1,5,2,2,4,3,3,2,4,3,3,2,2,5,3,6,1,6,1,1,4,6,2,6,0,6,7,3,0,6,2,1,8,2,1,3,2,4,2,3,6,6,7,3,0,7,3,3,7,7,10,13,9,3,11,7,15,7,4,0
"OTU_24357",0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,2,1,2,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,2,4,2,1,2,0,0,0,3,1,2,1,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_167",0,2,0,2,0,0,1,0,0,0,0,1,1,1,1,2,1,3,0,4,0,0,0,1,0,2,0,0,0,0,2,3,4,2,0,1,1,0,2,0,2,0,3,0,0,3,1,0,0,0,1,3,1,2,0,1,4,0,1,2,5,2,2,3,4,3,3,2,3,2,4,5,0,1,7,5,3,1,3,2,1,3,3,2,2,0,5,12,10
"OTU_5916",1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,3,0,6,0,0,0,0,0,3,3,1,1,0,0,0,0,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"OTU_8522",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_25727",0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"OTU_28993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,2,0,1,0,2,1,4,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9582",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,1,1,0,2,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU_256",1,0,3,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,4,0,2,1,1,0,0,0,1,0,0,0,1,1,3,2,2,1,2,3,3,3,7,1,7,5,8,12,0,0
"OTU_7075",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,0,1,0,1,0,0,2,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"OTU_540",1,0,0,0,1,2,3,0,0,2,0,0,2,1,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,0,2,0,0,0,1,1,1,1,1,1,3,0,0,1,0,3,1,2,2,0,2,2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,3,2,3,1,0,0,1,0,1,0,1,0,2,0,1,0,3,1,0,0,0
"OTU_60",2,3,0,6,26,50,28,32,40,40,56,15,8,9,8,4,16,13,13,15,7,10,4,9,3,5,2,2,6,0,0,0,0,1,4,12,8,0,4,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_8056",0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,0,3,0,1,0,0,1,0,1,3,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0
"OTU_505",6,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_246",8,7,0,3,3,0,3,1,3,9,2,5,2,5,2,1,4,4,2,0,2,0,7,4,8,1,7,3,1,0,5,1,0,2,4,4,4,1,2,2,1,5,3,4,1,0,2,3,1,5,3,1,0,1,2,0,1,2,2,4,2,4,0,0,0,0,1,0,2,3,5,0,0,2,1,4,3,7,0,2,6,3,2,2,10,6,3,2,0
"OTU_16414",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,3,3,4,0
"OTU_2303",2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,1,0,1,2,3,2,0
"OTU_408",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,4,2,0,0,0,1,0,0,0,3,4,0,4,2,0,3,2,5,2,2,0,0,1,0,0
"OTU_27047",0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,4,1,2,1,3,0,0,2,0,2,1,0,4,1,2,0,2,0,2,1,2,2,0,3,1,1,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5563",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,1,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"OTU_6452",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"OTU_1363",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,3,2,2,5,2,3,5,2,4,0,0
"OTU_52",3,1,0,3,2,12,18,9,31,24,31,6,7,13,28,34,25,24,43,32,22,29,13,19,7,7,11,11,7,10,10,2,1,12,6,7,5,2,2,1,2,4,2,0,2,1,3,2,0,1,0,0,1,0,1,0,2,0,1,0,3,0,0,0,2,2,1,1,1,0,0,0,0,1,1,1,1,2,0,1,2,0,0,4,2,1,1,9,3
"OTU_444",0,1,0,0,1,1,2,1,3,2,0,0,0,0,0,2,1,2,2,0,1,1,2,1,2,4,3,4,4,0,1,0,0,1,7,1,0,0,0,1,0,1,2,1,0,1,1,1,0,3,1,1,3,1,0,2,4,2,0,1,2,0,0,1,0,0,2,2,1,1,1,0,0,0,2,0,1,1,1,0,3,2,0,0,1,0,0,0,0
"OTU_451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,1,0,2,1,1,2,4,3,1,0,1,1,1,0,1,1,2,0,1,1,0,2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"OTU_34",21,5,17,18,19,16,19,21,17,23,13,23,7,5,14,17,19,18,16,15,9,21,10,12,15,8,21,18,18,7,5,1,1,4,14,11,18,17,16,11,16,14,16,12,16,17,9,13,8,13,11,10,3,8,12,11,10,8,9,13,5,9,9,6,9,1,5,7,7,3,7,2,6,2,1,6,9,5,9,7,9,7,5,2,9,13,9,0,0
"OTU_1811",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_61",5,7,23,7,0,0,0,1,1,0,6,27,63,31,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,28,16,40,38,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,6,0,1,2,12,2,0,0,1,2,5,1,2,9,9,10,11,6,5,4,13,9,10,2,9,6,5,15,0
"OTU_5209",0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,1,6,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,2,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
"OTU_595",0,0,0,1,0,0,0,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_200",2,0,0,1,3,1,3,1,0,2,2,0,0,4,2,1,3,2,3,1,1,4,1,1,0,4,3,3,0,1,1,0,0,2,2,0,1,2,3,2,2,2,6,0,1,2,3,0,2,1,1,1,1,1,1,1,2,3,0,2,2,3,1,2,2,0,2,3,2,0,0,1,4,6,3,3,4,3,3,0,0,1,1,2,2,0,3,0,0
"OTU_25233",1,0,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0
"OTU_23",66,9,34,59,38,30,30,18,26,15,46,47,35,27,28,23,19,15,18,27,13,36,18,24,14,28,7,11,15,46,35,33,29,32,19,13,16,13,21,19,22,16,11,16,21,14,20,20,14,16,9,12,14,12,11,12,12,7,18,11,22,5,15,18,38,29,4,9,23,10,18,4,11,25,34,33,30,37,38,39,27,29,30,30,24,31,35,1,3
"OTU_8686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,2,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_2283",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,1,0,3,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,3,1,0,3,0,2,4,0,0,0,3,0,0,0,0
"OTU_26064",0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,1,0,1,0,0,1,3,0,0,1,1,2,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,4,2,1,1,1,1,3,4,2,1,1,2,1,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_702",0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,3,5,3,0,0,3,2,0,1,0,0
"OTU_14506",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0,1,2,0,0,1,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_85",7,1,1,8,1,7,2,1,3,2,9,12,8,6,4,9,7,1,0,2,3,1,5,8,1,2,8,5,1,0,4,13,6,8,6,1,7,3,3,9,4,6,3,1,3,3,5,3,8,6,6,7,4,2,3,2,8,3,3,3,6,2,2,2,9,5,5,4,5,4,4,1,1,4,12,3,11,6,4,12,7,3,3,8,9,6,9,4,1
"OTU_12052",0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,2,1,0,0,1,1,0,0,1,3,0,0,0,1,0,0,2,0,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_893",0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,6,2,0,0,0,3,1,0,0,0,0,1,2,2,2,0,2,0,1,3,3,0,0,2,5,1,1,3,1,2,4,1,4,0,0
"OTU_143",1,1,4,3,5,3,1,5,3,3,8,5,0,1,3,2,10,2,1,2,0,1,1,1,2,0,2,1,3,0,1,0,0,3,0,1,2,4,3,1,2,0,1,1,2,4,4,0,2,2,1,1,1,2,2,2,6,3,1,0,9,7,4,3,3,6,1,5,6,2,2,9,6,5,2,2,5,6,1,8,4,5,2,4,2,3,3,0,0
"OTU_20823",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,3,0,0,2,1,0,1,3,1,1,1,0,0,0,1,2,0,0,0,0,0,0
"OTU_123",4,1,1,8,3,3,2,6,4,1,3,3,2,3,6,8,4,4,5,2,3,3,5,3,1,3,1,4,1,4,5,1,3,4,4,3,8,7,4,8,10,3,2,8,4,6,3,4,8,11,5,2,6,7,9,1,7,2,5,5,5,8,4,2,3,4,2,2,3,6,0,3,0,2,1,0,2,2,4,3,5,1,1,4,5,3,1,0,0
"OTU_569",0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
