"ASVID","Nov2rep3","Nov3rep3","Nov4rep3","Nov5rep3","Nov9rep3","Nov10rep3","Nov11rep3","Nov12rep3","Nov13rep3","Nov16rep3","Nov17rep3","Nov18rep3","Nov19rep3","Nov20rep3","Nov23rep3","Nov24rep3","Nov25rep3","Nov26rep3","Nov27rep3","Nov30rep3","Dec1rep3","Dec2rep3","Dec3rep3","Dec4rep3","Dec7rep3","Dec8rep3","Dec9rep3","Dec10rep3","Dec11rep3","Dec14rep3","Dec15rep3","Dec16rep3","Dec17rep3","Dec18rep3","Dec21rep3","Dec22rep3","Dec23rep3","Jan4rep3","Jan5rep3","Jan6rep3","Jan7rep3","Jan8rep3","Jan11rep3","Jan12rep3","Jan13rep3","Jan14rep3","Jan15rep3","Jan18rep3","Jan19rep3","Jan20rep3","Jan22rep3","Jan25rep3","Jan26rep3","Jan27rep3","Jan28rep3","Jan29rep3","Feb1rep3","Feb2rep3","Feb3rep3","Feb4rep3","Feb5rep3","Feb8rep3","Feb9rep3","Feb11rep3","Feb12rep3","Feb15rep3","Feb16rep3","Feb18rep3","Feb19rep3","Feb22rep3","Feb23rep3","Feb25rep3","Feb26rep3","Feb29rep3","Mar2rep3","Mar3rep3","Mar4rep3","Mar7rep3","Mar8rep3","Mar9rep3","Mar10rep3","Mar11rep3","Mar14rep3","Mar15rep3","Mar21rep3","Mar22rep3","Mar23rep3","Apr18rep3","Apr19rep3"
"OTU_1",5.56068163101553,5.37527840768417,6.25958146406492,5.20948615284142,4.88280192258637,4.67282883446191,4.85981240436167,5.04985600724954,4.71849887129509,5.0998664278242,2.83321334405622,4.89783979995091,5.04985600724954,4.969813299576,4.63472898822964,4.44265125649032,5.04342511691925,4.60517018598809,4.59511985013459,5.08759633523238,5.01063529409626,3.61091791264422,5.07517381523383,5.18738580584075,5.17614973257383,5.18738580584075,5.11198778835654,5.03695260241363,5.06259503302697,3.40119738166216,5.11198778835654,5.26785815906333,5.20948615284142,4.7361984483945,4.52178857704904,4.84418708645859,4.95582705760126,4.33073334028633,4.52178857704904,4.14313472639153,4.15888308335967,4.36944785246702,4.48863636973214,4.39444915467244,4.70048036579242,4.53259949315326,4.4188406077966,4.36944785246702,4.18965474202643,4.39444915467244,4.4188406077966,4.29045944114839,4.38202663467388,4.44265125649032,4.33073334028633,4.55387689160054,4.33073334028633,4.33073334028633,4.44265125649032,4.62497281328427,4.44265125649032,4.4188406077966,4.39444915467244,4.71849887129509,4.24849524204936,4.31748811353631,4.34380542185368,4.64439089914137,4.39444915467244,4.07753744390572,4.20469261939097,4.48863636973214,4.23410650459726,4.15888308335967,4.52178857704904,4.70953020131233,4.59511985013459,4.74493212836325,4.62497281328427,4.43081679884331,4.71849887129509,4.49980967033027,4.40671924726425,4.9416424226093,4.57471097850338,4.95582705760126,4.75359019110636,2.99573227355399,4.65396035015752
"OTU_2",4.76217393479776,3.36729582998647,4.85981240436167,4.57471097850338,4.80402104473326,4.969813299576,4.80402104473326,5.12396397940326,5.18738580584075,5.25227342804663,4.36944785246702,4.59511985013459,4.02535169073515,4.60517018598809,4.48863636973214,4.76217393479776,4.72738781871234,5.19849703126583,5.02388052084628,5.17048399503815,5.17048399503815,5.14749447681345,5.25227342804663,5.06890420222023,5.15329159449778,5.15905529921453,5.50938833662798,5.49306144334055,5.19295685089021,4.07753744390572,4.06044301054642,3.09104245335832,2.99573227355399,4.44265125649032,4.77912349311153,4.90527477843843,4.87519732320115,4.75359019110636,4.89034912822175,4.80402104473326,4.54329478227,4.58496747867057,5.01727983681492,4.79579054559674,4.81218435537242,4.78749174278205,4.71849887129509,4.71849887129509,4.77912349311153,4.82028156560504,4.59511985013459,4.36944785246702,4.39444915467244,4.34380542185368,4.49980967033027,4.63472898822964,4.57471097850338,4.4188406077966,4.7361984483945,4.48863636973214,4.39444915467244,4.58496747867057,4.02535169073515,4.11087386417331,4.34380542185368,4.36944785246702,4.21950770517611,4.21950770517611,4.27666611901606,4.02535169073515,4.0943445622221,3.71357206670431,4.04305126783455,3.66356164612965,3.95124371858143,4.18965474202643,4.23410650459726,4.07753744390572,4.11087386417331,4.02535169073515,3.85014760171006,4.00733318523247,3.97029191355212,3.76120011569356,3.93182563272433,3.78418963391826,3.52636052461616,1.09861228866811,0.693147180559945
"OTU_3",4.74493212836325,3.25809653802148,3.73766961828337,4.83628190695148,5.08759633523238,5.06259503302697,5.01727983681492,4.79579054559674,4.87519732320115,4.75359019110636,4.82028156560504,4.69134788222914,4.64439089914137,4.68213122712422,4.83628190695148,4.75359019110636,4.64439089914137,4.44265125649032,4.54329478227,4.65396035015752,4.75359019110636,4.56434819146784,4.74493212836325,4.89034912822175,4.70048036579242,4.87519732320115,4.33073334028633,4.64439089914137,4.44265125649032,4.60517018598809,4.66343909411207,4.39444915467244,4.55387689160054,4.02535169073515,4.62497281328427,4.75359019110636,4.47733681447821,4.58496747867057,4.49980967033027,4.70953020131233,4.71849887129509,4.69134788222914,4.47733681447821,4.47733681447821,4.67282883446191,4.40671924726425,4.60517018598809,4.61512051684126,4.76217393479776,4.81218435537242,4.63472898822964,4.64439089914137,4.74493212836325,4.58496747867057,4.63472898822964,4.57471097850338,4.64439089914137,4.85981240436167,4.83628190695148,4.85203026391962,4.62497281328427,4.68213122712422,4.47733681447821,4.68213122712422,4.67282883446191,4.60517018598809,4.69134788222914,4.74493212836325,4.70048036579242,4.60517018598809,4.31748811353631,4.24849524204936,4.31748811353631,4.40671924726425,4.44265125649032,4.36944785246702,4.46590811865458,4.39444915467244,4.38202663467388,4.23410650459726,4.26267987704132,3.71357206670431,4.20469261939097,3.80666248977032,3.78418963391826,3.3322045101752,3.66356164612965,1.09861228866811,0
"OTU_4",4.12713438504509,2.83321334405622,3.78418963391826,4.57471097850338,4.27666611901606,4.48863636973214,4.57471097850338,3.89182029811063,4.17438726989564,3.66356164612965,4.56434819146784,4.04305126783455,4.0943445622221,3.91202300542815,4.52178857704904,4.46590811865458,4.66343909411207,4.39444915467244,4.36944785246702,3.85014760171006,4.40671924726425,4.56434819146784,4.35670882668959,4.40671924726425,4.12713438504509,4.12713438504509,4.29045944114839,4.21950770517611,3.95124371858143,4.46590811865458,4.40671924726425,4.18965474202643,4.17438726989564,4.26267987704132,4.31748811353631,4.17438726989564,4.29045944114839,4.46590811865458,4.63472898822964,4.4188406077966,4.46590811865458,4.4188406077966,4.26267987704132,4.18965474202643,4.27666611901606,4.33073334028633,4.40671924726425,4.20469261939097,4.57471097850338,4.52178857704904,4.14313472639153,4.12713438504509,4.18965474202643,4.11087386417331,4.30406509320417,4.26267987704132,4.00733318523247,4.29045944114839,4.14313472639153,4.04305126783455,4.58496747867057,3.95124371858143,3.43398720448515,4.27666611901606,4.65396035015752,4.20469261939097,3.55534806148941,3.76120011569356,4.17438726989564,3.25809653802148,4.06044301054642,2.94443897916644,3.55534806148941,4.45434729625351,4.38202663467388,4.26267987704132,4.74493212836325,4.46590811865458,4.79579054559674,4.83628190695148,4.48863636973214,4.40671924726425,4.56434819146784,4.47733681447821,4.80402104473326,4.54329478227,4.61512051684126,3.58351893845611,2.484906649788
"OTU_13",0.693147180559945,2.56494935746154,2.07944154167984,2.19722457733622,0.459571621591545,1.38629436111989,1.6094379124341,1.79175946922805,1.6094379124341,1.79175946922805,1.09861228866811,1.38629436111989,1.79175946922805,1.6094379124341,2.19722457733622,1.38629436111989,2.07944154167984,2.07944154167984,2.19722457733622,1.09861228866811,2.63905732961526,3.36729582998647,2.77258872223978,3.73766961828337,3.71357206670431,3.85014760171006,3.09104245335832,3.09104245335832,3.25809653802148,3.13549421592915,3.43398720448515,3.8286413964891,3.80666248977032,2.63905732961526,2.99573227355399,3.58351893845611,3.04452243772342,3.17805383034795,3.29583686600433,2.77258872223978,3.2188758248682,3.55534806148941,4.14313472639153,3.71357206670431,3.58351893845611,3.85014760171006,3.76120011569356,3.95124371858143,3.97029191355212,3.55534806148941,3.87120101090789,4.23410650459726,4.20469261939097,4.40671924726425,4.29045944114839,4.0943445622221,4.23410650459726,4.27666611901606,4.38202663467388,4.52178857704904,4.39444915467244,4.58496747867057,5.03695260241363,4.969813299576,4.23410650459726,4.74493212836325,5.35185813347607,4.81218435537242,5.17048399503815,5.32787616878958,5.28320372873799,5.67332326717149,5.4553211153577,5.32787616878958,4.72738781871234,5.30826769740121,4.56434819146784,4.89783979995091,4.68213122712422,4.55387689160054,4.69134788222914,4.80402104473326,4.35670882668959,4.40671924726425,4.17438726989564,3.91202300542815,3.85014760171006,3.8286413964891,2.77258872223978
"OTU_6",2.83321334405622,1.6094379124341,2.30258509299405,3.55534806148941,4.81218435537242,4.77912349311153,4.79579054559674,4.70048036579242,4.53259949315326,3.87120101090789,4.11087386417331,4.12713438504509,2.39789527279837,3.58351893845611,4.56434819146784,4.48863636973214,4.26267987704132,3.93182563272433,4.07753744390572,4.60517018598809,3.85014760171006,4.53259949315326,3.95124371858143,4.34380542185368,4.31748811353631,4.04305126783455,3.71357206670431,4.17438726989564,4.12713438504509,3.55534806148941,2.56494935746154,2.63905732961526,2.77258872223978,3.25809653802148,3.87120101090789,4.06044301054642,4.26267987704132,4.31748811353631,4.34380542185368,4.33073334028633,4.47733681447821,4.44265125649032,4.27666611901606,4.21950770517611,4.66343909411207,4.62497281328427,4.48863636973214,4.29045944114839,4.40671924726425,4.78749174278205,4.63472898822964,4.68213122712422,4.59511985013459,4.27666611901606,4.43081679884331,4.11087386417331,4.34380542185368,4.43081679884331,4.58496747867057,4.51085950651685,4.46590811865458,4.29045944114839,4.23410650459726,4.43081679884331,4.47733681447821,4.02535169073515,3.93182563272433,4.15888308335967,4.06044301054642,4.33073334028633,4.04305126783455,3.89182029811063,4.17438726989564,3.89182029811063,4.34380542185368,3.8286413964891,3.73766961828337,3.17805383034795,3.3322045101752,3.2188758248682,3.46573590279973,3.49650756146648,3.2188758248682,2.30258509299405,2.484906649788,1.38629436111989,2.07944154167984,-0.258917398051939,0.0963262893677726
"OTU_5",3.73766961828337,2.70805020110221,3.87120101090789,3.98898404656427,4.40671924726425,4.47733681447821,3.98898404656427,4.33073334028633,4.39444915467244,4.47733681447821,4.39444915467244,4.17438726989564,3.17805383034795,4.24849524204936,4.24849524204936,3.8286413964891,4.57471097850338,4.62497281328427,4.66343909411207,4.7361984483945,4.59511985013459,4.96284463025991,4.56434819146784,4.44265125649032,4.17438726989564,4.39444915467244,4.88280192258637,4.67282883446191,4.93447393313069,3.71357206670431,3.68887945411394,2.63905732961526,2.484906649788,3.66356164612965,4.45434729625351,4.39444915467244,4.61512051684126,4.48863636973214,4.69134788222914,4.35670882668959,4.21950770517611,4.02535169073515,4.53259949315326,4.40671924726425,4.43081679884331,4.29045944114839,4.04305126783455,4.14313472639153,3.98898404656427,4.44265125649032,4.11087386417331,4.06044301054642,3.87120101090789,3.95124371858143,3.97029191355212,3.78418963391826,4.11087386417331,3.91202300542815,3.63758615972639,3.87120101090789,3.91202300542815,3.71357206670431,3.73766961828337,3.55534806148941,3.66356164612965,3.61091791264422,3.2188758248682,3.49650756146648,3.43398720448515,2.63905732961526,3.04452243772342,2.83321334405622,3.2188758248682,2.99573227355399,3.04452243772342,3.25809653802148,3.52636052461616,3.2188758248682,2.94443897916644,2.99573227355399,3.17805383034795,3.43398720448515,2.99573227355399,3.17805383034795,3.17805383034795,2.99573227355399,2.99573227355399,1.38629436111989,1.38629436111989
"OTU_8",2.30258509299405,1.79175946922805,2.484906649788,3.25809653802148,2.19722457733622,2.30258509299405,2.07944154167984,2.39789527279837,2.39789527279837,1.6094379124341,1.38629436111989,2.70805020110221,2.63905732961526,3.04452243772342,4.06044301054642,3.80666248977032,3.8286413964891,3.87120101090789,3.52636052461616,3.98898404656427,3.78418963391826,3.46573590279973,3.85014760171006,4.17438726989564,3.97029191355212,3.97029191355212,4.20469261939097,4.39444915467244,4.00733318523247,2.94443897916644,3.3322045101752,3.04452243772342,2.94443897916644,4.06044301054642,3.66356164612965,3.68887945411394,3.43398720448515,4.07753744390572,4.30406509320417,4.04305126783455,4.20469261939097,4.35670882668959,4.02535169073515,3.73766961828337,4.0943445622221,4.27666611901606,4.17438726989564,4.12713438504509,4.24849524204936,4.34380542185368,4.12713438504509,4.11087386417331,4.43081679884331,4.38202663467388,4.35670882668959,4.04305126783455,4.02535169073515,4.04305126783455,4.39444915467244,4.46590811865458,3.98898404656427,4.02535169073515,4.06044301054642,4.30406509320417,4.33073334028633,4.33073334028633,4.11087386417331,4.29045944114839,4.40671924726425,4.21950770517611,4.04305126783455,4.11087386417331,4.63472898822964,4.11087386417331,4.45434729625351,4.17438726989564,4.23410650459726,4.29045944114839,4.31748811353631,4.06044301054642,3.98898404656427,4.14313472639153,4.02535169073515,3.91202300542815,3.52636052461616,3.66356164612965,3.80666248977032,1.38629436111989,1.6094379124341
"OTU_9",3.43398720448515,2.30258509299405,2.77258872223978,3.98898404656427,4.35670882668959,4.33073334028633,4.43081679884331,4.21950770517611,4.02535169073515,3.55534806148941,3.17805383034795,3.04452243772342,2.94443897916644,3.17805383034795,4.26267987704132,4.06044301054642,3.89182029811063,3.85014760171006,3.95124371858143,3.87120101090789,3.89182029811063,3.85014760171006,3.89182029811063,4.21950770517611,3.95124371858143,3.91202300542815,3.98898404656427,4.21950770517611,3.89182029811063,2.83321334405622,2.63905732961526,2.19722457733622,2.39789527279837,2.83321334405622,4.02535169073515,4.00733318523247,4.00733318523247,4.00733318523247,4.00733318523247,4.11087386417331,4.36944785246702,4.20469261939097,3.89182029811063,4.06044301054642,3.73766961828337,3.87120101090789,3.8286413964891,4.18965474202643,4.20469261939097,4.33073334028633,4.4188406077966,3.89182029811063,4.14313472639153,4.00733318523247,4.33073334028633,3.80666248977032,4.23410650459726,4.34380542185368,4.15888308335967,4.21950770517611,4.04305126783455,4.26267987704132,3.85014760171006,4.15888308335967,4.11087386417331,4.18965474202643,4.11087386417331,4.39444915467244,4.21950770517611,4.30406509320417,3.89182029811063,3.95124371858143,4.02535169073515,3.61091791264422,3.2188758248682,3.52636052461616,2.99573227355399,3.40119738166216,3.55534806148941,3.04452243772342,3.43398720448515,2.63905732961526,3.17805383034795,2.484906649788,2.19722457733622,0.693147180559945,1.6094379124341,0,-0.172149473394408
"OTU_7",2.484906649788,2.19722457733622,3.2188758248682,3.36729582998647,2.07944154167984,2.484906649788,1.38629436111989,1.79175946922805,1.94591014905531,1.09861228866811,3.09104245335832,4.18965474202643,5.17614973257383,4.07753744390572,4.14313472639153,4.17438726989564,3.73766961828337,3.46573590279973,3.61091791264422,3.55534806148941,3.09104245335832,2.56494935746154,3.2188758248682,3.63758615972639,3.78418963391826,3.55534806148941,3.2188758248682,3.13549421592915,3.71357206670431,3.52636052461616,4.06044301054642,4.7361984483945,4.65396035015752,2.99573227355399,4.35670882668959,3.8286413964891,3.46573590279973,4.20469261939097,4.02535169073515,4.24849524204936,4.15888308335967,4.0943445622221,3.85014760171006,3.66356164612965,3.97029191355212,4.20469261939097,4.15888308335967,3.91202300542815,4.06044301054642,3.98898404656427,4.56434819146784,4.43081679884331,4.39444915467244,3.91202300542815,4.23410650459726,4.0943445622221,3.98898404656427,3.76120011569356,3.91202300542815,4.06044301054642,4.06044301054642,3.58351893845611,3.87120101090789,3.97029191355212,4.0943445622221,3.68887945411394,3.49650756146648,3.68887945411394,3.80666248977032,3.89182029811063,3.52636052461616,3.46573590279973,3.2188758248682,3.71357206670431,3.58351893845611,3.36729582998647,3.04452243772342,2.70805020110221,3.2188758248682,2.70805020110221,2.19722457733622,3.3322045101752,2.83321334405622,1.94591014905531,2.56494935746154,2.39789527279837,2.77258872223978,2.89037175789616,0
