"ID","N01C","N02C","N03C","N04C","N05C","N06C","N07C","N08C","N09C","N10C","N11C","N12C","N13C","N14C","N15C","N16C","N17C","N18C","N19C","N20C","N21C","N22C","N23C","N24C","N25C","N26C","N27C","N28C","N29C","N30C","N31C","N32C","N33C","N34C","N35C","N36C","N37C","N38C","N39C","N40C","N41C","N42C","N43C","N44C","N45C","N46C","N47C","N48C","N49C","N50C","N51C","N52C"
"43506bdb551d5ccbc033e04968e0e60e",0,0,0,0,0,0,0,0,9,8,4,21,22,12,0,9,0,6,8,0,0,8,9,17,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436736dde2bcafb6b17fa5381329e9ca",0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43bad92319f7871e97970f9306ed8882",0,8,0,4,0,2,0,0,3,0,5,3,0,0,4,8,0,0,0,0,0,11,3,3,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,8,5,5,11,33,17,0,5,0,13,0,0,5
"43e106a3fb556608b0cfedf9c3d9a1e7",0,26,9,8,7,10,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"43ef5237004d4c4358fd7997fab872a5",0,0,0,0,0,0,0,0,0,6,0,11,0,0,12,14,10,0,12,10,5,21,11,12,13,13,10,17,26,19,18,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44151829855e6d99e2dfae2eab6c71fa",12,34,4,0,0,8,31,17,0,5,8,16,0,0,0,0,0,33,111,27,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445b7a3cef8fc48b8e273ac8b3c3d966",0,9,3,9,3,0,0,0,0,0,0,0,0,0,3,2,11,7,10,6,0,14,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448c52ffa565b28a5f467f82d6669073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,14,5,46,24,6,0,0,0
"45246468947d1e96ed0935ea56c33fd2",0,0,0,9,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,35,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45762021845bcffe18e38cfccafbc01f",0,0,0,0,0,20,0,13,0,28,18,44,29,0,38,0,11,0,19,0,4,0,0,0,0,0,26,0,15,24,12,0,14,0,9,16,4,24,19,13,31,27,0,0,0,0,0,0,0,0,0,0
"45ab7b23ee88482238e3e81f02515f68",10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,56,22,65,67,25
"45ffedadc43d8030c7f8a405ca9ab0db",1707,1370,932,361,98,24,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4613b23b88f40f9193b35fd9f4941820",17,16,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,14,12,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467c5bf7bdf0bb68225272f1ed95a4cc",17,15,33,28,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468360b7275e3dfc6ae6a82cc9275d42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,0,3,0,5,0,0,5,4,8,10,22,22,14,14,15,20,18,6,14,8,7
"46c37fbceb654840b6a49a4a9432fa3a",0,0,0,0,0,0,0,0,1,0,0,7,7,49,3,0,5,3,8,3,31,9,7,5,4,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"479f7c438ffce9d705b4c04e9840caab",0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47a9d10e32ffbceb163e240b65825d7e",43,61,63,69,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48cc8977d2f62f22558655e3a53d2300",0,0,1,10,10,7,6,5,8,16,29,20,19,8,18,14,16,18,9,9,3,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23
"48cfa59632961313466dfcfd6a0e4bd0",223,222,146,149,268,451,313,197,237,181,92,72,43,24,80,171,121,139,96,108,110,212,279,459,265,253,191,363,264,235,316,198,239,185,162,161,45,416,226,161,30,13,17,6,20,8,2,0,53,0,0,4
"4932b0c11c07c89ab75f7501097f580f",0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,25,23,10,0,0,6,32,20,33,21,13,17,12,25,19,10,21,16,17,0,11,0,12,0,0,9,0,13,10,7,0,0,13,0,19,26,21
"4935f1528b64ddf63e0797bc5c9c52e2",15,13,11,9,7,6,10,0,0,7,0,17,28,0,0,14,37,25,35,29,12,63,44,35,33,19,24,24,32,41,17,34,24,16,13,10,0,27,26,22,26,18,50,55,38,74,57,68,74,66,33,16
"499109fcdb766d19551bb44369eb5825",8,0,0,0,3,2,0,0,0,6,5,49,104,4,7,0,6,0,0,2,0,3,6,12,2,2,0,0,6,0,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"49b4394d46e28f4f718c47611025d785",0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,12,0,0,0,0,0,23,25,0,20,0,0,14,0,10,0,17,13,38,31,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a59c399644ad5785422c4cc5ef32be0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,23,57,93,143,172,366,126,53,252,23,16,13
"4ac82a0bd9a6963f5f5fa70304d95d13",9,0,16,26,0,16,0,0,0,10,44,109,144,0,0,27,65,70,41,30,7,29,17,15,19,71,101,27,20,12,9,7,7,8,31,78,3,18,9,12,0,0,0,0,0,0,0,0,0,0,0,0
"4b2f7a859188860c680d05b5dc1ea615",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b5895dd82f5e6e6a74c7bb99e4ce028",12,11,0,0,7,0,0,10,0,4,29,0,0,0,0,0,18,0,24,28,0,31,33,31,42,0,19,24,27,34,30,30,25,21,40,0,0,21,22,26,0,26,54,72,40,61,34,130,84,219,217,125
"4b95d649f2f281c6e49ed7dfd58385fe",18,21,22,0,0,22,0,30,28,18,28,30,71,24,52,42,26,29,44,45,7,0,0,0,0,14,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0,0
"4bd529b387c3c04d3e21110ee9294ac4",31,47,0,0,0,0,0,0,0,0,0,0,0,30,43,52,74,58,83,84,29,62,59,57,37,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4be33645dd9f084ae764b704fa796e19",423,156,18,53,54,45,24,27,73,269,0,81,26,0,38,111,91,98,45,112,110,53,119,42,84,362,151,166,90,135,253,108,79,128,262,124,5,63,94,119,146,191,123,155,297,108,84,1478,125,134,19,80
"4be367a4403d799277e8422710180dbd",13,21,21,21,9,13,13,10,18,15,22,17,12,13,24,24,24,38,34,26,3,17,20,17,33,32,28,24,29,27,28,39,37,27,28,21,5,20,11,14,14,6,3,0,13,22,34,45,14,90,88,51
"4c012c51a1e3b53aba786b74fb38952b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,9,0,0,0
"4c5feb59d2ca617847fc404eebf3f178",0,0,7,11,0,0,0,0,0,0,0,0,0,3,5,8,9,14,20,11,3,0,7,8,0,8,10,5,5,6,2,6,0,0,0,0,3,11,5,0,10,0,7,6,4,3,0,3,0,28,6,0
"4c614fcbb70625e2ca78162b62f9238c",0,0,15,16,0,0,0,0,0,0,0,0,0,0,27,33,53,27,57,56,12,41,53,0,32,21,38,32,58,87,43,64,30,17,23,0,13,28,27,0,37,0,0,0,0,0,0,0,0,0,0,0
"4c8746f3547392b9c03247cbb43cc244",37,37,25,44,56,78,74,65,97,62,53,82,60,22,71,10,25,14,14,18,6,16,19,7,8,18,14,13,15,9,3,6,8,4,7,15,0,10,4,6,13,19,21,13,28,21,38,39,21,13,45,43
"4cc817431b3c62a5fc9a845599d17ac5",0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,16,38,30,7,0,44,45,24,64,29,24,0,18,32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25,0,0,32,0,20,0,0
"4da1ab0190b065b4136bce78f2a475b7",0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4da62986df30d31d35fe1a57ca42739d",215,361,426,356,342,265,295,429,370,208,204,194,158,54,146,156,230,419,416,566,161,585,496,414,420,429,424,436,540,406,671,558,658,746,630,682,162,467,320,309,293,236,147,108,107,111,123,151,70,396,518,422
"4e18d1167bc3b3473ed1c5dddef8b7bc",0,7,11,9,0,5,4,2,0,3,3,0,0,0,8,2,7,15,27,36,11,7,2,9,7,11,20,16,13,9,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"4e1c0a75d9abfecd5612ff2b1c84d92a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,25,0,29,30,24
"4e2f56dc21eda3790b2046043718af7f",90,136,75,44,0,0,44,0,0,29,0,0,49,0,63,76,102,86,109,158,33,175,150,113,87,63,0,55,49,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e4d01de0127e05269f0631896c08e4c",24,28,17,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e8d7a4662640b90817f015280cf5713",0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e9f7c5668819729c18b72c57a9e447a",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,19,11,3,29,51,47,55,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4eb857f31cc784f57d11683ffe2bd59c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,35,10,47,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4fa70c8bb1742f644fd6cc9aa1a81409",6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,26,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5011a0ea9d7402163345550ceb728e0d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,24,39,29,8,30,26,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50ce088edbf916bd6b701e271a2e16af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,6,14,10,8,4,0,10,6,0,0,0,0,0,5,0,0
"50e5c97ca46d1b2cd105f7e13bb076fc",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5106d6cc09dda15f09428de9ea121589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,39,20,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5146ab9f82ba6ed89f1e13a46f5eb3b7",0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,6,0,0,14,10,0,0,3,8,15,4,0,0,0,0,0,0,0
"5171d041e175ea5901aa4bacc10b8dd9",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5183d97b2862d0ab4cacfd081ab5d0fe",0,0,0,0,0,0,0,6,13,29,34,26,6,7,26,18,11,5,0,0,0,8,7,0,0,0,0,0,0,18,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
"51c17c840a66e56a4a26a65e713d9e79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,19,22,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51eee1d5d9a8d23c4c530737fa048bc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,9,11,20,31,21,20,19,13,18,28,31,18
"524f945306ac2c325b6027df82cc10c2",0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5253d98d25bc51baaf939f468ca8ef59",0,8,15,19,32,60,77,121,74,24,58,75,35,26,67,66,50,52,36,35,22,41,55,49,29,23,17,17,3,2,8,3,0,5,9,12,7,30,22,43,42,57,68,45,99,163,146,142,121,138,123,107
"52a37a5fd5874a0a823505a4a8f997c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,7,17,11,13,8,7,15,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"52abfae86a69569ae491695349cca6f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,14,0,22,0,0,30,27,24,0,26,27,18,16,0,0,0,0,0,0,0,0,0,0,47,35,36,42,47,38,0
"52d4dc17fa47b5bf6e9bb65bbd348a5d",2,1,0,5,0,0,7,5,3,5,5,4,0,0,4,7,0,18,2,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"52d7ff9b722b2e1b3d68f96f78cbc91d",6,14,9,19,13,14,15,6,12,11,16,14,13,12,22,10,0,19,16,22,0,17,12,11,19,10,25,13,22,13,9,14,24,16,26,16,4,18,15,18,0,0,21,14,12,16,10,15,18,39,24,30
"52f2ca86fbffd7e54afd38bca662b76c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,10,15,7,0,5,7,34,10,59,64,55,17,4,0,0,13,28,68,46,6,64,40,16
"530db0877f00f4616b7aa4b4574dbffd",0,0,0,0,7,0,0,8,8,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,15,23,38,14,10,19,57,0,0,0,0,0,0,0,4,0,12,3,3,3,6,2,17,27,16
"5354dbfade10fff992471f96ccc13f3e",2,0,0,0,5,4,3,0,4,7,4,19,9,0,1,0,4,2,0,0,0,0,14,4,0,6,8,3,5,0,3,6,3,4,4,11,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0
"535bc60d66ed5392313dbf843bf81845",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53c8f21306a12d6f30a53416a44b5aa7",38,37,56,53,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54dcbd24f7eba890403bed029266cb4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,16,11,37,14,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5525695dd844200b911fec57dbf4a5d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5535f4b6b9848a397adb17bf6755758e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,10,0,0,0,0,0,0,0,8,24,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554345c10941538d3c323777253ee02d",84,88,76,101,75,72,110,164,66,114,98,134,107,62,101,86,117,60,32,49,13,28,40,56,34,24,23,19,23,18,20,16,16,3,6,9,0,15,11,17,24,19,19,27,58,46,79,144,53,218,198,159
"556c3103ab5686415ab0c21d645b7b29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,22,14,0,17,7,6,230,24,17,12,0,0,0
"5590fd072f7f11891dce7fadc452afe5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,8,31,49,17
"55f48643eab636fb1174ce50c9c8362c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,48,121,169,67,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5610e8fb17396c0d2744ccb4c286d6ed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,15,0,0,11,0,0,0,30,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5685296bff338f2597297a81cf16a6ea",0,0,7,16,15,11,0,0,17,7,0,37,54,10,26,0,18,34,27,46,16,33,28,35,18,46,62,44,20,32,32,33,38,24,41,45,0,27,54,58,81,87,40,0,20,42,0,17,45,0,11,0
"56a818b7b6c99ffcb9429f3291bbe902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,5,3,0,0,0,0,0,0,32,19,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18
"56aedcf6ae4ccd4e92f4a6e6429fe7be",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,19,10,0,29,14,34,15,15,11,16,9,12,14,8,0,0,0,7,0,0,20,0,0,0,0,16,11,13,24,15,34
"574476e1eff1fcc8d002915df7194ca7",0,0,0,9,17,8,15,0,12,9,9,7,9,10,22,16,7,7,0,0,0,0,2,5,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575077b7c1a04ac427a12952505b0669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,94,56,19,37,15,16
"57608fce970f7f3c1d7cacb6cd93cb1c",26,13,20,16,0,11,10,8,0,9,12,6,0,0,0,7,0,7,0,7,0,0,0,0,0,8,0,0,0,6,0,13,10,19,17,9,0,8,7,0,0,0,0,0,0,6,0,11,0,23,21,11
"576a2d17a63e64cdc80e41411a2278a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,323,9,3,0,0,0,0,0,2,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"57d1a1e8b918e2e33a0094f7be4103d4",1,12,38,11,3,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57dc0c4117221af3dc3b0d7e11abe8c7",22,0,14,10,17,10,0,9,0,8,0,17,19,6,0,0,13,0,19,0,0,24,23,0,30,15,16,23,23,21,16,25,20,15,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57f295f1e37d390a0d93e4b898f5a1ac",25,31,38,43,36,39,35,47,18,35,0,32,22,0,0,14,27,10,32,0,0,18,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5816359f714052ea060943eacced811b",2,0,0,0,3,2,4,3,3,6,3,7,9,0,2,0,0,3,3,0,0,0,3,5,0,0,2,1,0,5,0,2,0,0,0,0,0,0,3,0,0,5,2,3,2,0,0,0,10,0,11,6
"581661ceb77d1cf7d72eb2f3d5325a32",0,0,0,0,0,26,35,31,40,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,184,195,120,58,36,0,0,0,27,0,0,0,19,0,0
"581f9a6233af547851d367b7d5f01373",6,21,8,18,7,5,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0
"58397419391c18e5f23fc82c97449c0c",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583e7caf625474a3918b14c9f2246d0a",0,4,4,10,157,490,556,384,194,100,81,37,14,7,30,254,163,103,60,33,10,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31
"58630b57bb19496976e9a71ae3136f99",0,0,0,0,0,0,9,0,14,17,40,42,94,99,206,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586f2a23736b00b0d8636f61c4c85910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58dec6e602ee667b350b016934d6917f",33,27,15,0,17,0,0,16,27,26,31,55,46,9,33,22,16,16,10,7,5,19,24,29,18,14,35,42,76,56,55,66,75,62,75,49,7,67,51,19,26,7,6,5,0,4,0,0,0,0,0,0
"59157b8db2b0c3722a41ed9cf693e3f2",37,74,11,28,0,0,0,0,0,0,0,0,0,0,16,0,19,65,43,53,46,0,0,24,0,24,48,33,43,16,25,21,29,10,65,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59364744507fc064189cc76039389725",80,105,69,74,77,109,112,115,104,120,90,98,162,39,75,85,119,59,78,80,22,96,114,88,71,42,84,73,86,99,78,99,76,89,67,69,12,92,86,106,117,143,244,265,220,332,492,593,395,474,353,207
"597976ad10ff3f790757b013d3977599",0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59aca3465b3ff57d042c7d8a6109a4de",0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59e9c8470a0f1745c5e12e3071f1c6ae",0,0,0,0,0,0,0,0,0,1,6,14,57,25,23,8,0,7,8,8,3,7,9,5,6,0,0,11,20,20,10,19,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a64cde6dcb0c98619b014c39539baf7",0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a64f40dd4c0d595c97f8c7cb020a688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,3,11,22,28,31,37,56,51,55,17,14,7,1,7,3,5,8,8,4,6,6,3,0,0,0,0,0,0
"5a668af5ab359d72431f2ce9049b5d7f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,62,89,467,6,0,2,6,4,5,5,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a6c87d6a4eb5e114959f6192f29b641",8,18,0,19,0,13,18,13,8,0,6,12,10,7,8,11,26,0,0,0,0,14,9,16,16,0,0,0,0,12,0,0,0,8,7,0,0,0,5,10,14,9,19,0,0,12,0,0,12,0,0,8
"5aa44ccd479f0310c977c1a673c4ad0a",47,42,27,59,29,24,30,23,16,36,37,27,30,19,53,75,67,58,41,50,17,88,101,108,112,113,96,108,108,90,71,65,69,83,56,68,22,62,28,32,14,7,9,11,6,0,0,0,8,0,0,0
"5baa80287680b5de72adc0737b131d5f",0,32,31,0,4,2,21,28,34,18,0,9,0,5,25,17,5,13,10,4,6,18,11,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c19cd705ccd19702e1615b7f1adc1c1",445,578,488,288,92,21,20,15,7,6,8,4,0,0,3,3,7,13,11,13,4,19,15,15,22,33,28,36,15,22,19,17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5cc3625f62dab02cd928c006fceab442",0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d1384a86ebcd7b79f6bed7ca4a0b851",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,22,0,28,28,42,20,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d1f3a656d218a3aa0de409551354d86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,44,28,10,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
