"ID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_457",4,0,4,1,0,1,3,4,2,3,2,1,1,3,0,0,0,1,0,1,0,0,0,2,0,0,1,0,6,1,1,3,0,0,1,0,5,1,5,2,7,0,4,0,7,0,1,0,5,3,1,2,6
"OTU_2871",0,4,0,3,4,2,2,5,2,0,4,5,3,0,0,1,0,1,1,1,1,4,0,1,1,3,2,3,1,3,1,2,0,1,0,0,1,0,2,0,0,0,1,0,1,4,6,1,2,3,0,0,2
"OTU_2701",1,0,0,2,1,0,1,3,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1,4,0,1,1,0,1,1,1,0,0,0,0,1,0,3,0,1,0,1,0,1,0,1,0,1,1,0,1,1
"OTU_1099",1,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,1,0,0,0,0,0,2,0,4,0,6,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,1
"OTU_1108",1,2,4,1,5,3,3,3,0,0,0,0,1,2,1,3,1,2,2,1,1,1,3,1,0,0,0,0,4,0,0,6,1,3,4,1,1,2,1,2,1,0,6,4,1,0,1,7,4,1,1,2,2
"OTU_134",0,2,0,1,1,0,1,0,0,0,2,1,2,0,2,0,1,7,1,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,2,0,0,1,0,5,1,2,1,1,0,0,1,2,0,0
"OTU_13218",0,1,0,1,1,0,3,1,0,1,0,1,2,0,1,1,0,2,0,0,3,1,3,0,1,1,0,0,1,2,4,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0
"OTU_52",0,2,0,6,0,8,3,2,1,1,3,1,1,1,2,0,2,0,0,0,0,3,9,3,1,2,3,2,4,4,4,1,2,0,0,1,0,0,0,1,0,0,1,1,3,2,1,0,0,0,0,3,1
"OTU_3896",4,0,1,1,0,1,0,0,0,1,0,0,0,4,2,3,1,0,1,1,3,0,4,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_8918",3,4,5,5,5,1,2,1,6,11,2,3,4,9,1,0,0,0,0,0,0,0,2,2,0,3,0,1,0,0,1,1,5,0,0,5,1,2,3,0,0,1,1,2,3,0,3,0,0,1,2,2,0
"OTU_477",5,0,1,2,2,9,2,3,1,3,0,3,1,3,1,1,3,1,14,1,3,3,0,1,0,0,3,1,0,2,0,1,1,1,3,0,0,1,1,6,4,1,0,4,3,4,0,3,3,0,1,0,2
"OTU_2447",1,0,1,0,0,2,0,2,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,2,1,19,1,3,2,9,4,5,0,1,0,0,10,1,16,0,0,0,1,0,5,4,9,6,0,4,2,6,1
"OTU_2707",1,1,0,0,0,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,4,0,3,0,0,0,4,0,4,0,5,0,0,1,6,0,2,0,0,1,0,4,12
"OTU_202",0,4,4,7,3,10,1,3,1,5,2,1,3,6,1,3,1,1,6,3,4,2,4,6,10,6,10,4,9,5,9,1,1,14,4,19,4,4,9,10,3,1,4,10,5,6,7,11,19,14,7,3,20
"OTU_2651",0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,1,0,1,2,4,2,0,2,0,2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0
"OTU_18318",1,0,0,0,2,1,2,1,3,0,3,3,0,1,1,0,0,0,0,0,1,1,2,3,7,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"OTU_3244",0,1,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,1,2,2,1,1,1,0,1,1,1,1,2,2,1,1,0,2,2,1,2,1
"OTU_157",28,1,5,4,5,11,3,11,9,5,5,6,6,5,2,4,5,2,4,3,0,4,4,1,1,3,3,4,8,2,3,6,1,7,4,5,5,2,3,4,1,1,8,4,4,2,8,6,7,2,6,0,4
"OTU_3532",1,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,1,0,0,2,1,0,0,0,1,0,3,0,1,4,3,0,1,2,4,2,1,1,1,0,0,1,1,1,0,1,1,2,0,1
"OTU_18595",0,0,0,1,1,2,0,4,0,4,1,1,4,0,0,0,1,0,0,1,1,1,8,2,7,0,0,3,0,0,0,1,1,0,0,1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
"OTU_15703",0,0,2,1,0,0,0,0,1,0,0,0,3,7,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,3,1,5,2,3,1,1,3,3,1,3,3,2,0,0,2,1,2,1,3,2,0
"OTU_3949",0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,2,1,0,1,2,1,4,1,10,4,1,1,2,0,1,3,1,4,4,0,2,4,1,6,1,2,0,3,3,0,1,6
"OTU_18636",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,13,0,0,1,0,3,1,0,0,2,2,2,0,3,4,0,0,0,0,0,1,0,0,1,1,0,0
"OTU_1412",0,8,0,6,2,0,1,1,1,1,1,2,5,1,1,0,3,10,9,2,2,3,0,3,5,5,10,3,4,2,1,3,3,5,0,3,0,2,2,2,0,4,4,3,1,3,1,3,4,3,0,1,2
"OTU_481",0,0,0,1,0,1,2,0,0,4,2,1,2,1,4,1,4,11,2,1,3,0,3,9,3,1,1,1,0,0,0,2,4,2,0,5,1,2,1,2,0,0,0,4,3,3,2,4,5,6,0,3,2
"OTU_12020",0,2,0,4,0,0,0,0,0,2,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3,2,0,3,0,0,4,0,0,0,0,1,0,0,2,0,0,1,1,3,1,0,1,0
"OTU_2560",0,6,2,5,1,1,1,1,2,1,3,1,2,0,0,0,2,5,0,0,9,1,6,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1556",0,0,0,0,3,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,0,1,2,2,0,0,1,0,1,2,0,1,1,0,0,0,0,2,0,0,1,1,1,3,0
"OTU_10957",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,2,1,0,0,0,0,1,1,0,1,6,0,1,1,3,4,1,1,0,1,1,0,1,1,0,2,0
"OTU_1276",2,0,0,1,0,0,0,1,3,0,3,2,0,0,1,2,0,0,0,0,0,1,5,0,0,1,0,3,0,3,11,1,4,0,0,2,6,0,12,1,2,2,2,0,7,3,1,2,1,8,0,4,22
"OTU_5722",0,4,0,4,0,1,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,6,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_15722",2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,5,0,2,2,1,1,3,1,2,2,0,7,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_20208",0,0,1,2,4,7,2,4,2,3,1,1,0,1,6,2,2,2,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_14892",5,2,2,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,5,1,0,0,2,4,1,7,12,1,0,0,0,1,0,6,0,0,0,0,3,2,2,2,0,2,0,3,1,0,1,1,0,0,1
"OTU_3230",2,2,0,1,4,1,0,5,2,2,8,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4448",0,2,1,2,1,3,6,2,3,1,1,4,3,0,0,3,0,0,1,0,0,4,5,2,3,4,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2
"OTU_2097",7,0,1,1,1,1,0,0,1,1,3,1,0,2,1,1,0,0,2,0,0,0,2,12,0,3,3,1,2,1,0,1,1,6,0,5,1,2,2,7,2,6,7,2,0,4,3,3,7,3,10,4,3
"OTU_40",8,17,22,19,13,13,14,16,16,35,17,6,12,0,8,7,14,13,6,11,22,9,11,2,3,5,3,7,10,10,1,13,4,141,28,3,6,2,2,5,2,13,19,10,7,10,5,5,3,14,5,28,14
"OTU_2408",1,1,1,5,0,2,5,4,0,1,6,0,6,0,1,3,2,2,0,0,0,0,2,2,1,0,3,2,1,1,1,1,6,0,1,0,0,1,0,1,3,0,0,0,1,0,1,0,0,1,1,1,0
"OTU_2001",3,0,0,0,4,3,0,1,2,1,3,1,1,1,0,1,0,1,2,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,4,0,1,0,1,0
"OTU_10193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,5,9,1,3,4,1,5,2,2,0,2,0,0,0,0
"OTU_294",9,12,10,23,14,16,6,2,16,20,6,1,7,9,5,5,1,1,0,6,4,0,1,0,2,3,1,1,9,5,4,3,66,0,0,12,1,7,20,2,0,0,4,11,14,9,13,5,3,1,11,6,8
"OTU_1541",1,6,4,3,2,2,1,2,1,2,0,1,1,4,2,2,0,2,0,6,2,2,1,2,0,0,0,2,2,0,0,2,0,0,0,1,0,3,1,0,1,3,2,5,0,2,3,0,0,3,5,1,0
"OTU_797",0,8,1,5,1,2,1,0,0,2,0,2,9,2,3,3,9,16,20,7,7,1,2,5,1,10,10,2,9,0,4,1,5,2,0,3,0,1,0,1,1,0,3,2,0,3,2,1,13,4,0,2,5
"OTU_132",11,1,5,2,6,4,1,4,0,7,3,4,4,5,10,2,46,28,62,5,1,4,7,6,2,1,2,4,1,2,3,4,3,59,7,1,1,1,3,17,2,4,15,7,3,19,7,10,7,4,12,2,4
"OTU_232",0,5,1,5,0,0,2,2,6,15,3,9,5,1,13,5,2,2,1,1,3,1,1,11,2,12,19,5,1,1,6,2,4,53,3,15,5,9,3,8,12,3,15,22,8,15,12,12,19,2,4,3,14
"OTU_217",24,4,4,1,1,1,0,0,2,4,0,1,0,11,0,3,3,2,1,2,2,2,2,22,9,13,19,5,0,0,0,0,0,10,8,0,1,0,5,4,4,4,12,5,2,9,5,8,16,6,9,3,10
"OTU_551",0,0,0,1,1,2,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,8,2,0,0,1
"OTU_602",5,37,9,34,21,10,12,15,8,19,22,11,12,9,1,6,4,1,0,3,3,2,0,1,4,1,0,10,7,5,4,8,36,0,1,8,6,2,15,4,1,1,1,3,6,2,2,3,2,1,4,11,4
"OTU_7379",0,1,0,5,8,1,3,0,0,0,0,1,4,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,2,0,0,0,1,1,0,1,2,1,0,1,0,1,0,2,1
"OTU_1449",4,1,2,6,3,2,1,3,4,8,1,3,4,0,1,1,1,2,1,4,8,0,2,0,1,3,0,2,2,4,0,2,0,0,2,2,5,2,7,6,5,6,3,4,4,5,4,7,9,8,1,4,3
"OTU_10562",0,1,0,1,1,1,2,2,3,1,3,0,2,1,3,0,1,1,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"OTU_1075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,7,2,0,8,1,0,0,1,7,0,9,9
"OTU_18210",1,4,0,2,1,3,1,1,1,2,1,1,0,0,0,1,0,3,0,2,0,1,1,1,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
"OTU_610",1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,0,2,0,6,2,0,4,2,0,0,3,3,0,0,2,0,1
"OTU_15680",1,15,7,18,0,2,3,3,4,5,9,2,1,8,0,1,0,2,0,2,5,1,0,1,1,0,0,1,2,1,4,7,21,0,2,5,5,9,2,4,0,1,3,0,3,1,5,0,1,1,0,0,1
"OTU_2300",1,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,11,2,0,5,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,1,1,3,0,0,1,2
"OTU_673",1,2,4,1,0,5,3,10,2,1,1,7,8,11,11,3,11,17,4,11,10,3,1,17,4,0,6,2,2,6,23,14,8,13,17,53,4,5,21,20,25,12,8,26,9,26,9,8,18,11,22,2,1
"OTU_10575",2,2,2,1,1,4,1,1,1,0,3,1,1,0,0,1,0,0,0,3,0,1,3,0,0,2,0,0,0,0,2,0,0,0,0,3,1,1,2,5,0,0,0,0,1,0,1,0,2,1,0,0,4
"OTU_14061",0,0,0,1,2,3,0,4,0,0,1,3,0,1,0,5,4,2,1,0,0,4,5,2,3,1,1,1,0,2,0,0,2,2,0,1,0,0,3,0,0,0,1,0,0,1,2,2,0,0,1,1,0
"OTU_5846",1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,3,1,0,0,2,9,2,1,1,2,0,0,0,0,0,0,1,1,0,3,3,0,2,0,1,0,2,0,0,0,0,2,3,1
"OTU_1178",1,5,3,4,2,1,5,2,1,2,2,4,6,0,1,2,5,2,0,1,2,6,8,2,5,2,0,9,5,9,8,2,1,3,0,4,5,0,4,1,4,0,0,2,1,1,2,2,0,0,3,1,2
"OTU_2064",1,5,1,11,1,6,4,2,7,6,3,6,5,0,2,1,2,1,0,6,2,0,1,0,3,3,0,3,0,2,1,2,30,0,1,1,1,2,3,1,0,0,0,1,6,2,1,1,0,0,2,1,1
"OTU_872",0,42,0,1,33,45,0,5,17,1,6,84,0,0,5,0,1,50,0,1,13,12,0,0,12,0,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4973",0,0,1,7,4,3,3,1,0,4,5,0,4,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,1,1,0,2,0,2,1,0,1,0,1,0,0,3,1,0,1
"OTU_1987",1,4,12,8,1,3,3,2,8,7,5,7,7,0,1,1,0,2,0,3,1,3,0,0,4,4,1,4,0,0,0,2,3,0,0,1,2,2,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0
"OTU_17597",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,2,3,0,3,1,2,0,1,0,2,2,8,0,1,0,0,0,1,2,1,0,0,1,1,2,3
"OTU_1179",0,0,0,2,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,1,2,0,1,0,0,0,5,3,0,0,0,0,5,1,4,2,1,2,0,5,1
"OTU_501",1,1,3,0,2,1,3,2,4,0,3,0,2,0,7,5,1,1,1,1,1,3,2,1,1,2,1,2,3,0,1,0,1,0,3,0,0,0,0,0,0,3,5,0,0,2,2,7,5,1,1,1,0
"OTU_18163",9,1,1,4,1,0,3,1,2,0,0,2,0,2,1,2,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,5,0,0,3,3,4,0,3,1,1,1,3,2,0,2,3,1,0,0,1,1
"OTU_16966",0,10,3,9,1,1,1,2,5,0,3,1,3,0,1,2,5,2,0,9,18,6,0,0,2,3,0,7,17,5,20,12,4,0,6,8,56,37,5,3,7,1,1,7,4,12,8,9,8,7,4,8,3
"OTU_165",4,2,25,14,23,6,3,1,3,25,4,8,4,3,1,0,0,0,0,4,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_15711",2,1,1,3,3,1,1,1,0,1,1,0,4,0,1,1,5,3,0,1,1,5,2,0,0,0,0,2,1,2,2,0,0,0,0,0,5,0,8,3,0,0,2,0,1,0,0,0,0,1,2,1,3
"OTU_12134",0,0,1,1,2,0,0,1,2,1,1,2,3,0,1,4,10,0,0,3,2,20,0,0,1,8,1,8,8,7,4,2,4,0,0,0,6,6,4,2,12,0,0,1,6,2,7,2,4,1,0,5,2
"OTU_2082",2,1,4,4,1,1,0,1,0,0,0,0,2,1,2,1,0,6,0,2,0,1,5,2,1,1,1,1,1,1,2,3,1,0,0,0,0,4,1,2,1,4,2,1,2,0,1,1,3,2,3,1,0
"OTU_7001",0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,4,0,2,4,1,1,2,0,0,0,1,6,0,8,0,2,0,2,0,4,4,0,0,2,1,1,7,0
"OTU_15668",0,1,1,1,2,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0,1,2,2,0,0,2,1,1,1,1,5,0,0,0,0,1,2,0,0,1,0,0,0
"OTU_425",27,2,5,9,1,3,1,7,4,2,0,2,0,5,3,1,4,2,3,1,2,1,4,1,1,1,0,3,0,0,1,1,4,1,2,6,1,2,0,9,0,0,3,2,2,6,2,12,7,6,5,3,4
"OTU_5378",1,2,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,2,2,0,0,0,2,8,5,1,3,0,0,0,1,7,0,3,0,0,3,0,0,2,2,4,0,1,2,0,0,1
"OTU_1749",1,1,2,1,3,3,1,5,3,1,2,0,3,0,1,1,2,4,1,0,3,4,3,0,8,7,9,3,10,6,4,2,2,5,0,0,3,0,2,0,3,13,8,0,6,7,8,1,4,2,0,3,11
"OTU_1896",0,4,1,5,0,1,2,6,0,1,1,3,4,1,5,1,1,4,0,1,3,5,9,4,4,4,0,1,1,6,6,0,0,0,0,2,0,0,2,1,4,0,0,0,2,0,2,0,1,1,1,4,2
"OTU_2038",2,0,0,2,0,1,4,2,0,2,4,0,1,2,0,2,2,2,0,1,0,1,0,0,0,0,0,0,3,1,2,1,0,3,3,0,3,1,2,3,0,1,0,0,0,0,0,4,0,1,1,0,1
"OTU_2261",1,3,6,8,2,4,5,2,1,1,3,1,2,1,5,2,2,2,0,2,2,2,4,1,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,2,1,1,2,1,0,1,0,0,0,1,1,0
"OTU_5039",0,4,3,1,2,6,10,0,5,1,5,9,6,15,6,1,13,6,3,11,4,3,4,0,0,2,6,4,2,3,0,1,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,1,1,0,2,0,2
"OTU_1594",0,1,1,0,1,0,1,0,0,2,2,0,0,2,1,0,0,0,0,0,2,2,6,13,2,4,11,0,0,0,2,4,0,1,2,13,2,3,0,0,1,3,4,2,4,11,8,7,1,2,0,2,1
"OTU_2713",0,1,0,1,1,0,3,2,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,1,1,0,2,0
"OTU_13228",0,1,3,3,2,1,3,1,3,1,1,2,1,0,0,3,3,0,0,2,2,4,1,0,0,2,1,2,9,7,3,1,0,0,0,2,8,7,8,4,1,2,1,2,1,0,2,1,0,0,3,2,2
"OTU_8148",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,1,1,0,2,1,0,0,0,1,2,0,1,1,0,0,2,1,0,2,1,3,1,0,1,1,2,0,0,1,0
"OTU_2185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,4,0,4,4,4,1,1,0,0,2,0,2,1,2,0,0,16,9,0,3,10,9,2,3,3,0,2,6
"OTU_4146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4594",0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,2,3,0,5,3,0,0,0,0,1,1,3,0,1,2,0,0
"OTU_1651",0,1,0,2,1,1,3,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,2,0,4,0,3,1,0,0,1,1,3,1,0,4,2,0,2,1,2,0,0,0,2,0,0,1
"OTU_463",0,2,1,1,2,2,0,0,2,3,1,0,0,0,0,2,0,3,0,1,2,0,1,1,2,3,6,0,4,1,5,6,3,2,1,5,2,4,4,14,2,0,2,3,3,6,4,1,1,3,1,3,2
"OTU_3192",0,1,8,5,1,1,1,1,1,2,1,0,1,0,1,2,0,2,0,2,5,1,1,1,2,1,2,0,3,2,1,3,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0
"OTU_9319",3,2,0,1,2,1,3,4,0,0,1,3,2,4,2,1,0,1,0,2,0,1,1,1,0,1,0,1,1,2,0,0,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0
"OTU_3194",1,1,2,4,1,2,4,0,4,2,3,3,8,0,0,4,0,1,0,0,0,2,1,1,0,0,0,1,0,0,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_2862",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,4,1,2,1,3,12,0,7,4
"OTU_7559",0,3,3,11,3,3,1,1,2,3,4,2,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0
"OTU_369",0,4,6,2,3,2,6,6,0,1,1,2,4,2,3,4,1,2,1,2,3,3,4,5,1,0,0,1,3,1,2,4,0,1,7,1,1,0,8,5,6,1,9,5,3,3,2,8,5,7,2,3,5
"OTU_379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,20,9,1,0,1,0,0,0,1,0,0,0,2,0,0,8,5,0,0,0,0,0,0,3,5,14,3,1,2,0,4,3,23,3,2
"OTU_16941",0,17,1,6,1,0,1,0,1,0,2,1,1,0,1,0,0,5,0,0,9,4,0,0,1,0,0,0,4,2,8,2,0,2,0,0,10,2,3,2,1,0,0,0,1,2,9,1,0,2,0,2,2
"OTU_280",1,3,1,2,3,1,0,2,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,3,1,0,1,2,0,0,0,2,1,0,0
"OTU_5400",1,1,0,4,5,0,1,1,0,0,2,3,1,0,0,2,1,0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,1,1,2,1,0
"OTU_14012",1,2,0,4,2,2,1,1,0,3,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,6,1,0,0,0,3,0,0,1,0,1,0,0,0,1
"OTU_492",15,9,8,6,5,11,19,23,9,5,1,16,15,6,11,25,3,5,1,9,4,23,3,2,10,3,3,16,8,8,3,5,6,0,4,2,1,2,7,4,8,0,2,2,5,1,0,0,0,2,5,5,6
"OTU_1164",0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,2,9,0,1,0,0,28,13,6,39,4,2,1,6,17,4,39,5,32,5,7,5,7,5,3,1,5,0,0,5,7,3,0,5,5,1
"OTU_13100",7,1,3,2,0,2,5,3,4,0,5,2,6,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"OTU_11166",2,2,1,0,2,0,2,2,2,2,1,3,0,0,2,4,3,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_262",26,1,2,1,1,10,4,0,2,3,1,2,2,1,2,3,0,2,2,0,1,1,2,0,3,1,3,3,4,1,2,0,0,2,1,2,0,0,2,1,0,1,1,0,0,2,1,0,2,0,0,0,3
"OTU_14748",2,0,0,2,3,2,6,0,0,0,0,1,1,0,1,6,5,12,34,4,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_291",29,25,11,11,26,19,25,35,34,80,70,7,43,38,27,22,5,17,1,30,18,19,84,164,83,16,25,51,0,0,0,0,23,4,0,13,17,73,0,0,1,0,12,16,6,3,32,4,10,33,6,11,9
"OTU_335",0,3,1,1,1,1,1,1,2,4,2,1,0,0,5,2,5,9,1,1,5,1,1,4,2,2,0,1,6,0,5,2,0,2,0,8,2,0,2,9,2,1,3,0,2,1,6,5,11,2,2,1,4
"OTU_18145",0,0,0,2,2,4,1,2,1,1,2,3,0,1,1,2,0,0,0,0,1,1,2,1,7,0,0,0,4,0,2,0,1,0,0,0,1,0,3,2,0,5,1,1,1,1,0,1,0,1,0,1,4
"OTU_402",6,0,0,0,1,3,4,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,1,31,6,3,16,6,1,2,0,3,0,0,0,2,1,0,2,2,6,0,4,3,0,0,1,3,4,1,2,2,3
"OTU_269",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,2,3,5,35,14,18,4,7,3,1,3,5,2,0,2,0,12,0,1,1,7,8,7,4,3,3,9,0
"OTU_13264",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,1,0,1,1,0,0,1,3,2,1,2,0,2,5,1,2,5,2,0,0,1
